dataset,model,hook,extractor,fold,cell_name,train_train_accuracy,train_train_auroc,train_n_designs,eval_accuracy,eval_auroc,eval_n_designs
rf3_toxinpred3,rf3,block12,sae_encode,3,rf3_block12_sae_encode__fold3,0.809375,0.8778995069102021,960,0.7416666666666667,0.851656365025349,240
rf3_toxinpred3,rf3,block12,sae_encode,4,rf3_block12_sae_encode__fold4,0.7947916666666667,0.8693529064518369,960,0.7583333333333333,0.8774220431974442,240
rf3_toxinpred3,rf3,block16,identity,0,rf3_block16_identity__fold0,0.7635416666666667,0.850948850614626,960,0.6666666666666666,0.7072713382873811,240
rf3_toxinpred3,rf3,block16,identity,1,rf3_block16_identity__fold1,0.74375,0.8288335995555247,960,0.7666666666666667,0.8148482533509271,240
rf3_toxinpred3,rf3,block16,identity,2,rf3_block16_identity__fold2,0.7364583333333333,0.8173137023404403,960,0.7875,0.8709632613375929,240
rf3_toxinpred3,rf3,block16,identity,3,rf3_block16_identity__fold3,0.746875,0.8276182373775957,960,0.725,0.790957705396208,240
rf3_toxinpred3,rf3,block16,identity,4,rf3_block16_identity__fold4,0.76875,0.8323277658170706,960,0.7375,0.8301965414264879,240
rf3_toxinpred3,rf3,block16,sae_encode,0,rf3_block16_sae_encode__fold0,0.81875,0.880022050142371,960,0.6833333333333333,0.7230363219668032,240
rf3_toxinpred3,rf3,block16,sae_encode,1,rf3_block16_sae_encode__fold1,0.78125,0.8626640738940204,960,0.7958333333333333,0.8495034377387318,240
rf3_toxinpred3,rf3,block16,sae_encode,2,rf3_block16_sae_encode__fold2,0.78125,0.8551244878116536,960,0.8041666666666667,0.8817973470379887,240
rf3_toxinpred3,rf3,block16,sae_encode,3,rf3_block16_sae_encode__fold3,0.8010416666666667,0.8716490728522814,960,0.7666666666666667,0.8104035002430724,240
rf3_toxinpred3,rf3,block16,sae_encode,4,rf3_block16_sae_encode__fold4,0.7833333333333333,0.8617308493645393,960,0.7708333333333334,0.8370720188902007,240
rfd3_safeprotein,rfd3,block12,identity,0,rfd3_block12_identity__fold0,0.8935185185185185,0.9416725852272727,216,0.8813559322033898,0.9447174447174447,59
rfd3_safeprotein,rfd3,block12,identity,1,rfd3_block12_identity__fold1,0.8868778280542986,0.9463431305536568,221,0.5925925925925926,0.6875,54
rfd3_safeprotein,rfd3,block12,identity,2,rfd3_block12_identity__fold2,0.8959276018099548,0.9606117566643882,221,0.7222222222222222,0.7357954545454546,54
rfd3_safeprotein,rfd3,block12,identity,3,rfd3_block12_identity__fold3,0.8914027149321267,0.9647983595352017,221,0.5740740740740741,0.5994318181818182,54
rfd3_safeprotein,rfd3,block12,identity,4,rfd3_block12_identity__fold4,0.8868778280542986,0.955228981544771,221,0.8148148148148148,0.8494318181818182,54
rfd3_safeprotein,rfd3,block12,sae_encode,0,rfd3_block12_sae_encode__fold0,0.8842592592592593,0.9430930397727273,216,0.864406779661017,0.9815724815724816,59
rfd3_safeprotein,rfd3,block12,sae_encode,1,rfd3_block12_sae_encode__fold1,0.8687782805429864,0.9503588516746412,221,0.5740740740740741,0.7698863636363636,54
rfd3_safeprotein,rfd3,block12,sae_encode,2,rfd3_block12_sae_encode__fold2,0.9004524886877828,0.9513841421736159,221,0.7592592592592593,0.7769886363636364,54
rfd3_safeprotein,rfd3,block12,sae_encode,3,rfd3_block12_sae_encode__fold3,0.9049773755656109,0.9630041011619959,221,0.6481481481481481,0.7173295454545454,54
rfd3_safeprotein,rfd3,block12,sae_encode,4,rfd3_block12_sae_encode__fold4,0.9049773755656109,0.953092959671907,221,0.7407407407407407,0.8380681818181818,54
rfd3_safeprotein,rfd3,block6,identity,0,rfd3_block6_identity__fold0,0.7175925925925926,0.7923473011363636,216,0.7288135593220338,0.6216216216216216,59
rfd3_safeprotein,rfd3,block6,identity,1,rfd3_block6_identity__fold1,0.6606334841628959,0.7573479152426521,221,0.6481481481481481,0.6079545454545454,54
rfd3_safeprotein,rfd3,block6,identity,2,rfd3_block6_identity__fold2,0.7737556561085973,0.8485987696514012,221,0.6296296296296297,0.5951704545454546,54
rfd3_safeprotein,rfd3,block6,identity,3,rfd3_block6_identity__fold3,0.751131221719457,0.8518455228981545,221,0.5370370370370371,0.5511363636363636,54
rfd3_safeprotein,rfd3,block6,identity,4,rfd3_block6_identity__fold4,0.751131221719457,0.8247607655502392,221,0.6481481481481481,0.5838068181818182,54
rfd3_safeprotein,rfd3,block6,sae_encode,0,rfd3_block6_sae_encode__fold0,0.6851851851851852,0.7898615056818182,216,0.7457627118644068,0.6547911547911548,59
rfd3_safeprotein,rfd3,block6,sae_encode,1,rfd3_block6_sae_encode__fold1,0.6923076923076923,0.7855434039644565,221,0.7592592592592593,0.7556818181818182,54
rfd3_safeprotein,rfd3,block6,sae_encode,2,rfd3_block6_sae_encode__fold2,0.7963800904977375,0.8539815447710185,221,0.5925925925925926,0.5596590909090909,54
rfd3_safeprotein,rfd3,block6,sae_encode,3,rfd3_block6_sae_encode__fold3,0.746606334841629,0.8277511961722488,221,0.5740740740740741,0.5042613636363636,54
rfd3_safeprotein,rfd3,block6,sae_encode,4,rfd3_block6_sae_encode__fold4,0.7828054298642534,0.8265550239234449,221,0.6111111111111112,0.5184659090909091,54
rfd3_safeprotein,rfd3,block8,identity,0,rfd3_block8_identity__fold0,0.7546296296296297,0.8292791193181818,216,0.8305084745762712,0.8476658476658476,59
rfd3_safeprotein,rfd3,block8,identity,1,rfd3_block8_identity__fold1,0.7782805429864253,0.8545796308954203,221,0.7962962962962963,0.8053977272727273,54
rfd3_safeprotein,rfd3,block8,identity,2,rfd3_block8_identity__fold2,0.8144796380090498,0.8961893369788106,221,0.7037037037037037,0.6875,54
rfd3_safeprotein,rfd3,block8,identity,3,rfd3_block8_identity__fold3,0.8642533936651584,0.9184894053315106,221,0.5370370370370371,0.5809659090909091,54
rfd3_safeprotein,rfd3,block8,identity,4,rfd3_block8_identity__fold4,0.8190045248868778,0.9061859193438141,221,0.6851851851851852,0.6676136363636364,54
rfd3_safeprotein,rfd3,block8,sae_encode,0,rfd3_block8_sae_encode__fold0,0.7222222222222222,0.8020241477272727,216,0.7796610169491526,0.7530712530712531,59
rfd3_safeprotein,rfd3,block8,sae_encode,1,rfd3_block8_sae_encode__fold1,0.7149321266968326,0.7996411483253588,221,0.7592592592592593,0.8565340909090909,54
rfd3_safeprotein,rfd3,block8,sae_encode,2,rfd3_block8_sae_encode__fold2,0.7918552036199095,0.8673957621326043,221,0.5555555555555556,0.5696022727272727,54
rfd3_safeprotein,rfd3,block8,sae_encode,3,rfd3_block8_sae_encode__fold3,0.7918552036199095,0.8631237183868763,221,0.5,0.5440340909090909,54
rfd3_safeprotein,rfd3,block8,sae_encode,4,rfd3_block8_sae_encode__fold4,0.7647058823529411,0.8489405331510594,221,0.6851851851851852,0.7713068181818182,54
